token_seq,target_comment
"function allocateTeamToken ( ) public onlyOwner { require ( balances [ teamAddress ] == 0 ) ; mintTokens ( teamAddress , teamSupply ) ; teamAddressFreezeTime = now ; }",Allocate token for Team Address.
"function proofDateFrom ( address _holder , uint256 _proofId ) public view returns ( uint256 ) { return proofs [ _holder ] [ _proofId ] . dateFrom ; }",Date from which the proof is valid.
"function stringToBytes32 ( string memory source ) constant returns ( bytes32 result ) { assembly { result := mload ( add ( source , 32 ) ) } }",String to bytes32 conversion helper.
"function getLockByIndex ( address _beneficiary , uint256 _lockIndex ) public view returns ( uint256 amount , uint256 lockDuration , bool released , bool revoked ) { require ( _lockIndex >= 0 ) ; require ( _lockIndex <= tokenLocks [ _beneficiary ] . locks . length . sub ( 1 ) ) ; return ( tokenLocks [ _beneficiary ] . locks [ _lockIndex ] . amount , tokenLocks [ _beneficiary ] . locks [ _lockIndex ] . lockDuration , tokenLocks [ _beneficiary ] . locks [ _lockIndex ] . released , tokenLocks [ _beneficiary ] . locks [ _lockIndex ] . revoked ) ; }",Gets the lock at a given index for a given address.
function disableTransfers ( bool _disable ) public onlyOwner { transfersEnabled = ! _disable ; },Disables/enables transfers can only be called by the contract owner.
"function append ( buffer memory buf , uint8 data ) internal constant { if ( buf . buf . length + 1 > buf . capacity ) { resize ( buf , buf . capacity * 2 ) ; } assembly { // Memory address of the buffer data let bufptr := mload ( buf ) // Length of existing buffer data let buflen := mload ( bufptr ) // Address = buffer address + buffer length + sizeof(buffer length) let dest := add ( add ( bufptr , buflen ) , 32 ) mstore8 ( dest , data ) // Update buffer length mstore ( bufptr , add ( buflen , 1 ) ) } }",Appends a byte to the end of the buffer. Resizes if doing so would exceed the capacity of the buffer.
"function addWhitelistUser ( address userAddress , uint256 pledged ) public onlyOwner { if ( ! isWhitelisted ( userAddress ) ) { whitelisted [ userAddress ] . index = whitelistedIndex . push ( userAddress ) - 1 ; LogNewWhitelistUser ( userAddress , whitelisted [ userAddress ] . index , pledged ) ; } whitelisted [ userAddress ] . pledged = pledged * 1000 ; }",Allows the contract owner to a single whitelist user.
"function _setAllocation ( address _buyer , uint256 _tokenAmount ) internal { if ( ! buyers [ _buyer ] ) { //Add buyer to buyers list buyers [ _buyer ] = true ; //Remove from list buyersReceived [ _buyer ] = false ; //Add _buyer to addresses list addresses . push ( _buyer ) ; //Reset buyer allocation allocationsTotal [ _buyer ] = 0 ; } //Add tokens to buyers allocation allocationsTotal [ _buyer ] = allocationsTotal [ _buyer ] . add ( _tokenAmount ) ; //Logg Allocation emit LogNewAllocation ( _buyer , _tokenAmount ) ; }",Set internal allocation _buyer The adress of the buyer _tokenAmount Amount Allocated tokens + 18 decimals.
function getCurrentTokenPrice ( ) constant returns ( uint256 currentPrice ) { if ( block . number < exchangeRateChangesBlock ) { return TOKEN_FIRST_EXCHANGE_RATE ; } else { return TOKEN_SECOND_EXCHANGE_RATE ; } },Returns the current token price.
function disableBurning ( ) onlyController { burnable = false ; },Disables burning through burnable bool.
"function getTranche ( uint256 n ) public constant returns ( uint , uint ) { return ( tranches [ n ] . amount , tranches [ n ] . price ) ; }",Iterate through tranches. You reach end of tranches when price = 0.
function setSaleOngoing ( bool _saleOngoing ) external onlyOwner { saleOngoing = _saleOngoing ; },Allows the owner to stop the sale.
"function updateTokenRatio ( uint256 _etherAmount , uint256 _tokenAmount ) internal { if ( _tokenAmount >= minimumTokenAmountForUpdate ) { discountTokenRatio = _etherAmount . calculateRate ( _tokenAmount ) ; } }",Update the token ratio. Add a minimum requirement for the amount of tokens being traded to avoid possible intentional manipulation.
function start ( ) onlyOwner public { require ( ! isStarted ) ; require ( ! hasStarted ( ) ) ; require ( tokenAddress != address ( 0 ) ) ; require ( saleDuration != 0 ) ; require ( totalTokens != 0 ) ; require ( tokensForCrowdSale != 0 ) ; require ( softCap != 0 ) ; require ( hardCap != 0 ) ; starting ( ) ; emit BrickStarted ( ) ; isStarted = true ; // endPvtSale(); },Must be called to start the crowdsale.
"function setICO ( address _icoAddress ) public onlyOwner { require ( _icoAddress != address ( 0 ) ) ; require ( icoAddress == address ( 0 ) ) ; require ( totalSupply_ == TOTAL_SUPPLY . sub ( SALES_SUPPLY ) ) ; // Allocate tokens to the ico contract balances [ _icoAddress ] = SALES_SUPPLY ; emit Transfer ( 0x0 , _icoAddress , SALES_SUPPLY ) ; icoAddress = _icoAddress ; totalSupply_ = TOTAL_SUPPLY ; }",Set ICO address and allocate sale supply to it Tokens left for payment using ethers.
function computeAmountBonus ( uint256 usdValue ) public constant returns ( uint256 ) { for ( uint i = 0 ; i < BONUS_AMOUNTS . length ; i ++ ) { if ( usdValue >= BONUS_AMOUNTS [ i ] ) { return BONUS_AMOUNTS_VALUES [ i ] ; } } return 0 ; },Computes bonus based on amount of contribution.
function isExisted ( address _deposit ) public view returns ( bool ) { return ( walletsNumber ( _deposit ) > 0 ) ; },Get the balance of the deposit account.
function tokenPriceInWei ( ) public view returns ( uint256 ) { return calcTokenPriceInWei ( ) ; },Get price of one token in wei.
"function releaseTokenForceMulti ( address [ ] _for , uint [ ] _value ) external returns ( bool ) { uint _sz = _for . length ; require ( _value . length == _sz ) ; uint8 _role = getRole_ ( ) ; uint8 _state = getState_ ( ) ; require ( _state == ST_TOKEN_DISTRIBUTION ) ; require ( ( _role == RL_ADMIN ) || ( _role == RL_PAYBOT ) ) ; for ( uint i = 0 ; i < _sz ; i ++ ) { require ( releaseToken_ ( _for [ i ] , _value [ i ] ) ) ; } return true ; }",Release amount of tokens to person by admin or paybot.
function isStarted ( uint256 pid ) public view returns ( bool ) { if ( pid > getCurrentVoting ( ) ) { return false ; } else if ( block . timestamp >= proposals [ pid ] . start_time ) { return true ; } return false ; },Check if a voting has started or not.
function deleteInsured ( address _address ) public onlySCB { Investor storage investor = investors [ _address ] ; investor . deposit = 0 ; investor . withdrawals = 0 ; investor . insured = false ; countOfInvestors -- ; },Delete insured from the SmartContractBank.
"function setAffiliate ( address _user , address _affiliate ) public { require ( canSetAffiliate [ msg . sender ] ) ; if ( userToAffiliate [ _user ] == address ( 0 ) ) { userToAffiliate [ _user ] = _affiliate ; } }",Set the affiliate of a user.
"function createContractPolitician ( string _name ) public onlyCOO { _createPolitician ( _name , address ( this ) , startingPrice ) ; }",Creates a new Politician with the given name.
function version ( ) public view returns ( string ) { return _version ; },Returns the version name of the current implementation.
function setAuthority ( address _newAuthority ) external onlyAuthority { require ( _newAuthority != address ( 0 ) ) ; authorityAddress = _newAuthority ; },Assigns a new address to act as the authority. Only available to the current authority.
function setSCBAddress ( address _SCBAddress ) public { require ( SCBAddress == address ( 0x0 ) ) ; SCBAddress = _SCBAddress ; SCBContract = SmartContractBank ( SCBAddress ) ; },Setter the SmartContractBank address. Address can be set only once.
"function withdrawToken ( address _tokenAddr , address _dest , uint _amount ) public notNull ( _dest ) onlyWallet { require ( _amount > 0 ) ; uint _balance = tokenBalances [ _tokenAddr ] ; require ( _amount <= _balance ) ; tokenBalances [ _tokenAddr ] = _balance - _amount ; bool result = ERC20 ( _tokenAddr ) . transfer ( _dest , _amount ) ; assert ( result ) ; }",Withdraw `_tokenAddr` `_amount` to `_dest`.
function setGasPrice ( uint256 _gasPrice ) public ownerOnly greaterThanZero ( _gasPrice ) { gasPrice = _gasPrice ; },Allows the owner to update the gas price limit.
"function getTransactionCount ( bool pending , bool executed ) public view returns ( uint256 count ) { for ( uint256 i = 0 ; i < transactionCount ; i ++ ) { bool txExecuted = transactions [ i ] . executed ; if ( ( pending && ! txExecuted ) || ( executed && txExecuted ) ) { count += 1 ; } } }",Get total number of transactions after filers are applied.
function _getTokenAmount ( uint256 _weiAmount ) internal view returns ( uint256 ) { uint256 tokenAmount = super . _getTokenAmount ( _weiAmount ) ; uint256 unsold = unsoldTokens ( ) ; if ( tokenAmount > unsold ) { tokenAmount = unsold ; } return tokenAmount ; },Overrides parent method taking into account the token cap.
"function setTokenSwarmHash ( address _token , bytes _swarmHash ) public onlyOwner tokenExists ( _token ) { TokenMetadata storage token = tokens [ _token ] ; LogTokenSwarmHashChange ( _token , token . swarmHash , _swarmHash ) ; token . swarmHash = _swarmHash ; }",Allows owner to modify an existing token's Swarm hash.
"function confirmOwnership ( ) public onlyPotentialOwner { emit OwnershipTransferred ( owner , potentialOwner ) ; owner = potentialOwner ; potentialOwner = address ( 0 ) ; }",Allow the potential owner confirm ownership of the contract.
"function setUpgradeAgent ( UpgradeAgent _upgradeAgent ) external onlyOwner { require ( canUpgrade ( ) , ""Ensure the token is upgradeable in the first place"" ) ; require ( _upgradeAgent != address ( 0 ) , ""Ensure upgrade agent address is not blank"" ) ; require ( getUpgradeState ( ) != UpgradeState . Upgrading , ""Ensure upgrade has not started"" ) ; upgradeAgent = _upgradeAgent ; require ( upgradeAgent . isUpgradeAgent ( ) , ""New upgradeAgent must be UpgradeAgent"" ) ; require ( upgradeAgent . originalSupply ( ) == totalSupply_ , ""Make sure that token supplies match in source and target token contracts"" ) ; emit UpgradeAgentSet ( upgradeAgent ) ; }",The _upgradeAgent contract address must satisfy the UpgradeAgent interface.
"function processContribution ( address contributor , uint256 amount ) checkTime checkContribution checkCap { bool additionalBonusApplied = false ; uint256 bonusNum = 0 ; uint256 bonusDenom = 100 ; ( bonusNum , bonusDenom ) = getBonus ( ) ; uint256 tokenBonusAmount = 0 ; uint256 tokenAmount = safeDiv ( safeMul ( amount , tokenPriceNum ) , tokenPriceDenom ) ; rawTokenSupply = safeAdd ( rawTokenSupply , tokenAmount ) ; if ( bonusNum > 0 ) { tokenBonusAmount = safeDiv ( safeMul ( tokenAmount , bonusNum ) , bonusDenom ) ; } if ( additionalBonusOwnerState [ contributor ] == AdditionalBonusState . Active ) { additionalBonusOwnerState [ contributor ] = AdditionalBonusState . Applied ; uint256 additionalBonus = safeDiv ( safeMul ( tokenAmount , ADDITIONAL_BONUS_NUM ) , ADDITIONAL_BONUS_DENOM ) ; tokenBonusAmount = safeAdd ( tokenBonusAmount , additionalBonus ) ; additionalBonusApplied = true ; } processPayment ( contributor , amount , tokenAmount , tokenBonusAmount , additionalBonusApplied ) ; }",Process ether contribution. Calc bonuses and issue tokens to contributor.
function getTokenAmount ( uint256 _investedAmount ) view public returns ( uint256 ) { uint256 tokenRate = getRate ( ) ; uint256 tokenAmount = _investedAmount . mul ( ( ethRate . mul ( 100 ) ) . div ( tokenRate ) ) ; return tokenAmount ; },Calculate the number of tokens to be transferred to the investor address based on the invested ethers.
function priceBuy ( uint _id ) external view returns ( uint ) { if ( _id > 0 ) { return uint ( bids [ _id ] . price ) ; } return uint ( bids [ firstbid ] . price ) ; },Report the price of 1 token of a bid order.
"function weiToUsdCents ( uint weiValue ) returns ( uint ) { return safeDiv ( safeMul ( weiValue , exchangeRate ) , 1e18 ) ; }",Converts wei value into USD cents according to current exchange rate.
"function setCrowdsale ( address _crowdsaleAddr ) external onlyOwner { require ( crowdsale == address ( 0 ) ) ; require ( _crowdsaleAddr != address ( 0 ) ) ; require ( ! transfersEnabled ) ; crowdsale = _crowdsaleAddr ; // Generate sale tokens mint ( crowdsale , SALE_CAP ) ; // Distribute non-sale tokens to pools mint ( EXPERTS_POOL_ADDR , EXPERTS_POOL_TOKENS ) ; mint ( MARKETING_POOL_ADDR , MARKETING_POOL_TOKENS ) ; mint ( TEAM_POOL_ADDR , TEAM_POOL_TOKENS ) ; mint ( LEGAL_EXPENSES_ADDR , LEGAL_EXPENSES_TOKENS ) ; mint ( RESERVE_POOL_ADDR , RESERVE_POOL_TOKENS ) ; finishMinting ( ) ; }",Sets the crowdsale. Can be invoked only once and by the owner.
"function updateRate ( string _symbol , uint _rate ) public onlyOwner { rates [ keccak256 ( _symbol ) ] = _rate ; RateUpdated ( now , keccak256 ( _symbol ) , _rate ) ; }",Allows the current owner to update a single rate.
"function reclaimToken ( ERC20 _token ) external onlyOwner { require ( ! isActive ( ) ) ; uint256 tokenBalance = _token . balanceOf ( this ) ; require ( _token . transfer ( owner , tokenBalance ) ) ; }",Reclaim all ERC20 compatible tokens.
function isUnlocked ( ) public view returns ( bool ) { return ( getUnlockTime ( ) >= now ) ; },Is the contract unlocked or not.
function set_stage_Days ( uint _value ) public onlyOwner { stage_Days = _value * 1 days ; },Allows the owner to set the periods of ICO in days(!).
function transferTokenOwnership ( address _newOwner ) public onlyOwner { token . transferOwnership ( _newOwner ) ; },Allows the current owner to transfer control of the token contract from ICO to a new owner.
"function createSale ( iERC20 token , uint256 rate , uint256 addedTokens ) public { uint currentSaleAmount = saleAmounts [ msg . sender ] [ token ] ; if ( addedTokens > 0 || currentSaleAmount > 0 ) { saleRates [ msg . sender ] [ token ] = rate ; } if ( addedTokens > 0 ) { saleAmounts [ msg . sender ] [ token ] = currentSaleAmount . add ( addedTokens ) ; token . transferFrom ( msg . sender , address ( this ) , addedTokens ) ; } }",Create a sale of tokens.
